10.0000,2.154435
20.0000,2.714418
30.0000,3.107233
40.0000,3.419952
50.0000,3.684031
60.0000,3.914868
70.0000,4.121285
80.0000,4.308869
90.0000,4.481405
100.0000,4.641589
110.0000,4.791420
120.0000,4.932424
130.0000,5.065797
140.0000,5.192494
150.0000,5.313293
160.0000,5.428835
170.0000,5.539658
180.0000,5.646216
190.0000,5.748897
200.0000,5.848035
210.0000,5.943922
220.0000,6.036811
230.0000,6.126926
240.0000,6.214465
250.0000,6.299605
260.0000,6.382504
270.0000,6.463304
280.0000,6.542133
290.0000,6.619106
300.0000,6.694330
310.0000,6.767899
320.0000,6.839904
330.0000,6.910423
340.0000,6.979532
350.0000,7.047299
360.0000,7.113787
370.0000,7.179054
380.0000,7.243156
390.0000,7.306144
400.0000,7.368063
410.0000,7.428959
420.0000,7.488872
430.0000,7.547842
440.0000,7.605905
450.0000,7.663094
460.0000,7.719443
470.0000,7.774980
480.0000,7.829735
490.0000,7.883735
500.0000,7.937005
510.0000,7.989570
520.0000,8.041452
530.0000,8.092672
540.0000,8.143253
550.0000,8.193213
560.0000,8.242571
570.0000,8.291344
580.0000,8.339551
590.0000,8.387207
600.0000,8.434327
610.0000,8.480926
620.0000,8.527019
630.0000,8.572619
640.0000,8.617739
650.0000,8.662391
660.0000,8.706588
670.0000,8.750340
680.0000,8.793659
690.0000,8.836556
700.0000,8.879040
710.0000,8.921121
720.0000,8.962809
730.0000,9.004113
740.0000,9.045042
750.0000,9.085603
760.0000,9.125805
770.0000,9.165656
780.0000,9.205164
790.0000,9.244335
800.0000,9.283178
810.0000,9.321698
820.0000,9.359902
830.0000,9.397796
840.0000,9.435388
850.0000,9.472682
860.0000,9.509685
870.0000,9.546403
880.0000,9.582840
890.0000,9.619002
900.0000,9.654894
910.0000,9.690521
920.0000,9.725888
930.0000,9.761000
940.0000,9.795861
950.0000,9.830476
960.0000,9.864848
970.0000,9.898983
980.0000,9.932884
990.0000,9.966555
1000.0000,10.000000
1010.0000,10.033223
1020.0000,10.066227
1030.0000,10.099016
1040.0000,10.131594
1050.0000,10.163964
1060.0000,10.196128
1070.0000,10.228091
1080.0000,10.259856
1090.0000,10.291425
1100.0000,10.322801
1110.0000,10.353988
1120.0000,10.384988
1130.0000,10.415804
1140.0000,10.446439
1150.0000,10.476896
1160.0000,10.507176
1170.0000,10.537282
1180.0000,10.567218
1190.0000,10.596985
1200.0000,10.626586
1210.0000,10.656022
1220.0000,10.685297
1230.0000,10.714413
1240.0000,10.743371
1250.0000,10.772173
1260.0000,10.800823
1270.0000,10.829321
1280.0000,10.857670
1290.0000,10.885872
1300.0000,10.913929
1310.0000,10.941842
1320.0000,10.969613
1330.0000,10.997244
1340.0000,11.024738
1350.0000,11.052094
1360.0000,11.079317
1370.0000,11.106405
1380.0000,11.133363
1390.0000,11.160190
1400.0000,11.186889
1410.0000,11.213462
1420.0000,11.239909
1430.0000,11.266232
1440.0000,11.292432
1450.0000,11.318512
1460.0000,11.344472
1470.0000,11.370314
1480.0000,11.396038
1490.0000,11.421648
1500.0000,11.447142
1510.0000,11.472524
1520.0000,11.497794
1530.0000,11.522954
1540.0000,11.548004
1550.0000,11.572945
1560.0000,11.597780
1570.0000,11.622509
1580.0000,11.647133
1590.0000,11.671653
1600.0000,11.696071
1610.0000,11.720387
1620.0000,11.744603
1630.0000,11.768719
1640.0000,11.792737
1650.0000,11.816658
1660.0000,11.840481
1670.0000,11.864210
1680.0000,11.887844
1690.0000,11.911384
1700.0000,11.934832
1710.0000,11.958188
1720.0000,11.981453
1730.0000,12.004628
1740.0000,12.027714
1750.0000,12.050711
1760.0000,12.073621
1770.0000,12.096445
